NAME,ADDRESS,SEQ,START,END,TYPE,READWRITE,DEFAULT,IS_REGISTER,GROUP,DESCRIPTION
LOGIC.DFE_VP_MAX,FBE,0,0,7,ram,rw,,y,,
LOGIC.DFE_VP_MIN,FBE,0,8,15,ram,rw,,y,,
LOGIC.DFE_UT_LAST,FBF,0,0,7,ram,rw,,y,,
LOGIC.DFE_UT_AVG,FBF,0,8,15,ram,rw,,y,,
LOGIC.DFE_UT_MAX,FC0,0,0,7,ram,rw,,y,,
LOGIC.DFE_UT_MIN,FC0,0,8,15,ram,rw,,y,,
LOGIC.DFE_AGC_LAST,FC1,0,0,7,ram,rw,,y,,
LOGIC.DFE_AGC_AVG,FC1,0,8,15,ram,rw,,y,,
LOGIC.DFE_AGC_MAX,FC2,0,0,7,ram,rw,,y,,
LOGIC.DFE_AGC_MIN,FC2,0,8,15,ram,rw,,y,,
LOGIC.DFE_H2_LAST,FC3,0,0,7,ram,rw,,y,,
LOGIC.DFE_H2_AVG,FC3,0,8,15,ram,rw,,y,,
LOGIC.DFE_H2_MAX,FC4,0,0,7,ram,rw,,y,,
LOGIC.DFE_H2_MIN,FC4,0,8,15,ram,rw,,y,,
LOGIC.DFE_H3_LAST,FC5,0,0,7,ram,rw,,y,,
LOGIC.DFE_H3_AVG,FC5,0,8,15,ram,rw,,y,,
LOGIC.DFE_H3_MAX,FC6,0,0,7,ram,rw,,y,,
LOGIC.DFE_H3_MIN,FC6,0,8,15,ram,rw,,y,,
LOGIC.DFE_H4_LAST,FC7,0,0,7,ram,rw,,y,,
LOGIC.DFE_H4_AVG,FC7,0,8,15,ram,rw,,y,,
LOGIC.DFE_H4_MAX,FC8,0,0,7,ram,rw,,y,,
LOGIC.DFE_H4_MIN,FC8,0,8,15,ram,rw,,y,,
LOGIC.DFE_H5_LAST,FC9,0,0,7,ram,rw,,y,,
LOGIC.DFE_H5_AVG,FC9,0,8,15,ram,rw,,y,,
LOGIC.DFE_H5_MAX,FCA,0,0,7,ram,rw,,y,,
LOGIC.DFE_H5_MIN,FCA,0,8,15,ram,rw,,y,,
LOGIC.DFE_H6_LAST,FCB,0,0,7,ram,rw,,y,,
LOGIC.DFE_H6_AVG,FCB,0,8,15,ram,rw,,y,,
LOGIC.DFE_H6_MAX,FCC,0,0,7,ram,rw,,y,,
LOGIC.DFE_H6_MIN,FCC,0,8,15,ram,rw,,y,,
LOGIC.DFE_H7_LAST,FCD,0,0,7,ram,rw,,y,,
LOGIC.DFE_H7_AVG,FCD,0,8,15,ram,rw,,y,,
LOGIC.DFE_H7_MAX,FCE,0,0,7,ram,rw,,y,,
LOGIC.DFE_H7_MIN,FCE,0,8,15,ram,rw,,y,,
LOGIC.DFE_H8_LAST,FCF,0,0,7,ram,rw,,y,,
LOGIC.DFE_H8_AVG,FCF,0,8,15,ram,rw,,y,,
LOGIC.DFE_H8_MAX,FD0,0,0,7,ram,rw,,y,,
LOGIC.DFE_H8_MIN,FD0,0,8,15,ram,rw,,y,,
LOGIC.DFE_H9_LAST,FD1,0,0,7,ram,rw,,y,,
LOGIC.DFE_H9_AVG,FD1,0,8,15,ram,rw,,y,,
LOGIC.DFE_H9_MAX,FD2,0,0,7,ram,rw,,y,,
LOGIC.DFE_H9_MIN,FD2,0,8,15,ram,rw,,y,,
LOGIC.DFE_HA_LAST,FD3,0,0,7,ram,rw,,y,,
LOGIC.DFE_HA_AVG,FD3,0,8,15,ram,rw,,y,,
LOGIC.DFE_HA_MAX,FD4,0,0,7,ram,rw,,y,,
LOGIC.DFE_HA_MIN,FD4,0,8,15,ram,rw,,y,,
LOGIC.DFE_HB_LAST,FD5,0,0,7,ram,rw,,y,,
LOGIC.DFE_HB_AVG,FD5,0,8,15,ram,rw,,y,,
LOGIC.DFE_HB_MAX,FD6,0,0,7,ram,rw,,y,,
LOGIC.DFE_HB_MIN,FD6,0,8,15,ram,rw,,y,,
LOGIC.DFE_HC_LAST,FD7,0,0,7,ram,rw,,y,,
LOGIC.DFE_HC_AVG,FD7,0,8,15,ram,rw,,y,,
LOGIC.DFE_HC_MAX,FD8,0,0,7,ram,rw,,y,,
LOGIC.DFE_HC_MIN,FD8,0,8,15,ram,rw,,y,,
LOGIC.DFE_HD_LAST,FD9,0,0,7,ram,rw,,y,,
LOGIC.DFE_HD_AVG,FD9,0,8,15,ram,rw,,y,,
LOGIC.DFE_HD_MAX,FDA,0,0,7,ram,rw,,y,,
LOGIC.DFE_HD_MIN,FDA,0,8,15,ram,rw,,y,,
LOGIC.DFE_HE_LAST,FDB,0,0,7,ram,rw,,y,,
LOGIC.DFE_HE_AVG,FDB,0,8,15,ram,rw,,y,,
LOGIC.DFE_HE_MAX,FDC,0,0,7,ram,rw,,y,,
LOGIC.DFE_HE_MIN,FDC,0,8,15,ram,rw,,y,,
LOGIC.DFE_HF_LAST,FDD,0,0,7,ram,rw,,y,,
LOGIC.DFE_HF_AVG,FDD,0,8,15,ram,rw,,y,,
LOGIC.DFE_HF_MAX,FDE,0,0,7,ram,rw,,y,,
LOGIC.DFE_HF_MIN,FDE,0,8,15,ram,rw,,y,,
LOGIC.LPM_KH_LAST,FDR,0,0,7,ram,rw,,y,,
LOGIC.LPM_KH_AVG,FDR,0,8,15,ram,rw,,y,,
LOGIC.LPM_KH_MAX,FE0,0,0,7,ram,rw,,y,,
LOGIC.LPM_KH_MIN,FE0,0,8,15,ram,rw,,y,,
LOGIC.LPM_KL_LAST,FE1,0,0,7,ram,rw,,y,,
LOGIC.LPM_KL_AVG,FE1,0,8,15,ram,rw,,y,,
LOGIC.LPM_KL_MAX,FE2,0,0,7,ram,rw,,y,,
LOGIC.LPM_KL_MIN,FE2,0,8,15,ram,rw,,y,,
LOGIC.LPM_OS_LAST,FE3,0,0,7,ram,rw,,y,,
LOGIC.LPM_OS_AVG,FE3,0,8,15,ram,rw,,y,,
LOGIC.LPM_OS_MAX,FE4,0,0,7,ram,rw,,y,,
LOGIC.LPM_OS_MIN,FE4,0,8,15,ram,rw,,y,,
LOGIC.LPM_GC_LAST,FE5,0,0,7,ram,rw,,y,,
LOGIC.LPM_GC_AVG,FE5,0,8,15,ram,rw,,y,,
LOGIC.LPM_GC_MAX,FE6,0,0,7,ram,rw,,y,,
LOGIC.LPM_GC_MIN,FE6,0,8,15,ram,rw,,y,,
LOGIC.CFOK_D1P,FE7,0,8,15,ram,rw,,y,   ,
LOGIC.CFOK_X1P,FE7,0,0,7,ram,rw,,y,,
LOGIC.CFOK_D1M,FE8,0,8,15,ram,rw,,y,,
LOGIC.CFOK_X1M,FE8,0,0,7,ram,rw,,y,,
LOGIC.CFOK_D0P,FE9,0,8,15,ram,rw,,y,,
LOGIC.CFOK_X0P,FE9,0,0,7,ram,rw,,y,,
LOGIC.CFOK_D0M,FEA,0,8,15,ram,rw,,y,,
LOGIC.CFOK_X0M,FEA,0,0,7,ram,rw,,y,,
LOGIC.CFOK_P1,FEB,0,8,15,ram,rw,,y,,
LOGIC.CFOK_P0,FEB,0,0,7,ram,rw,,y,,
LOGIC.CFOK_Y1,FEC,0,8,15,ram,rw,,y,,
LOGIC.CFOK_Y0,FEC,0,0,7,ram,rw,,y,,
LOGIC.CFOK_S1,FED,0,8,15,ram,rw,,y,,
LOGIC.CFOK_S0,FED,0,0,7,ram,rw,,y,,
LOGIC.CKOK_I,FEE,0,0,7,ram,rw,,y,,
LOGIC.CKOK_Q,FEE,0,8,15,ram,rw,,y,,
LOGIC.CKOK_S,FEF,0,0,7,ram,rw,,y,,
LOGIC.CKOK_X,FEF,0,8,15,ram,rw,,y,,
LOGIC.CKOK_XD,FF0,0,0,7,ram,rw,,y,,
LOGIC.CKOK_D,FF0,0,8,15,ram,rw,,y,,
LOGIC.CKOK_PI,FF1,0,0,7,ram,rw,,y,,
LOGIC.CKOK_IQ,FF1,0,8,15,ram,rw,,y,,
LOGIC.DMON_VALID,FF2,0,0,15,ram,rw,,y,,
LOGIC_DMON_BLANK_RESERVED,FFF,0,0,15,ram,rw,,y,,
